,Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Cleaned_Address,Address_Mean_Price,Address_Mean_Price(USD)
1553,105,2,1,1,1,Pardis,540000000.0,18000.0,pardis,777821917.8082192,25927.39732876712
1554,75,2,1,1,0,Central Janatabad,2750000000.0,91666.67,central janatabad,3488611111.111111,116287.03677777779
1555,108,2,1,1,1,Shams Abad,4130000000.0,137666.67,shams abad,3452500000.0,115083.33375
1556,105,2,1,1,1,Pardis,550000000.0,18333.33,pardis,777821917.8082192,25927.39732876712
1557,116,2,1,1,1,West Ferdows Boulevard,5050000000.0,168333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
1558,43,1,1,1,1,Shams Abad,1800000000.0,60000.0,shams abad,3452500000.0,115083.33375
1559,64,2,0,1,0,Jeyhoon,920000000.0,30666.67,jeyhoon,1748100000.0,58270.00021978022
1560,48,1,1,1,0,Salsabil,1048000000.0,34933.33,salsabil,1397009166.6666667,46566.97266666666
1561,134,3,1,1,1,Andisheh,1100000000.0,36666.67,andisheh,1877592771.0843372,62586.42602409639
1562,134,3,1,1,1,Andisheh,1100000000.0,36666.67,andisheh,1877592771.0843372,62586.42602409639
1563,100,2,0,0,0,Pardis,650000000.0,21666.67,pardis,777821917.8082192,25927.39732876712
1564,230,3,1,1,1,Farmanieh,20700000000.0,690000.0,farmanieh,20917280701.754387,697242.6898245614
1565,238,3,1,1,1,Velenjak,46900000000.0,1563333.33,velenjak,21381363636.363636,712712.1213636363
1566,48,1,1,1,0,Salsabil,995000000.0,33166.67,salsabil,1397009166.6666667,46566.97266666666
1567,270,5,1,1,0,Aqdasieh,14500000000.0,483333.33,aqdasieh,17580000000.0,585999.9996
1568,105,2,0,1,0,Andisheh,1100000000.0,36666.67,andisheh,1877592771.0843372,62586.42602409639
1569,105,2,1,1,1,Pardis,550000000.0,18333.33,pardis,777821917.8082192,25927.39732876712
1570,86,2,1,1,1,Pardis,780000000.0,26000.0,pardis,777821917.8082192,25927.39732876712
1571,130,3,1,1,1,West Pars,6760000000.0,225333.33,west pars,4376363636.363636,145878.78636363635
1572,87,2,1,1,1,Pardis,960000000.0,32000.0,pardis,777821917.8082192,25927.39732876712
1573,80,2,0,1,0,Shahrake Qods,1200000000.0,40000.0,shahrake qods,900921739.1304348,30030.72463768116
1574,112,2,1,1,1,Yousef Abad,5600000000.0,186666.67,yousef abad,7031973684.210526,234399.12315789473
1575,120,2,1,1,0,Pardis,1800000000.0,60000.0,pardis,777821917.8082192,25927.39732876712
1576,125,2,1,1,1,Pardis,2100000000.0,70000.0,pardis,777821917.8082192,25927.39732876712
1577,100,2,1,1,1,,3100000000.0,103333.33,nan,2213435217.3913045,73781.17391304347
1578,100,2,1,1,1,Pirouzi,2600000000.0,86666.67,pirouzi,2175000000.0,72499.99968253968
1579,123,3,1,1,1,East Ferdows Boulevard,5600000000.0,186666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
1580,100,2,1,1,1,Pirouzi,4000000000.0,133333.33,pirouzi,2175000000.0,72499.99968253968
1581,88,2,1,1,1,Northern Janatabad,2980000000.0,99333.33,northern janatabad,3288333333.3333335,109611.11090909092
1582,87,2,1,1,1,Pardis,720000000.0,24000.0,pardis,777821917.8082192,25927.39732876712
1583,66,2,1,0,1,Ostad Moein,1580000000.0,52666.67,ostad moein,1926878048.7804878,64229.26865853659
1584,85,2,1,1,1,Pardis,730000000.0,24333.33,pardis,777821917.8082192,25927.39732876712
1585,84,2,0,1,0,Sattarkhan,2600000000.0,86666.67,sattarkhan,5645000000.0,188166.66583333336
1586,110,2,1,1,1,Yousef Abad,5700000000.0,190000.0,yousef abad,7031973684.210526,234399.12315789473
1587,170,3,1,1,1,Niavaran,22100000000.0,736666.67,niavaran,19893205882.35294,663106.8627941177
1588,220,3,1,1,1,Niavaran,19800000000.0,660000.0,niavaran,19893205882.35294,663106.8627941177
1589,101,2,1,1,1,Yousef Abad,5500000000.0,183333.33,yousef abad,7031973684.210526,234399.12315789473
1590,100,2,1,1,1,Gheitarieh,6800000000.0,226666.67,gheitarieh,10745539568.345324,358184.6525179856
1591,193,3,1,1,1,Kook,13000000000.0,433333.33,kook,8662444444.444445,288748.1466666667
1592,45,1,0,1,0,Andisheh,395000000.0,13166.67,andisheh,1877592771.0843372,62586.42602409639
1593,86,2,1,0,1,Pirouzi,2050000000.0,68333.33,pirouzi,2175000000.0,72499.99968253968
1594,138,3,1,1,1,Islamshahr,1690000000.0,56333.33,islamshahr,1257423076.9230769,41914.10230769231
1595,100,2,0,1,0,Tehransar,2000000000.0,66666.67,tehransar,2148750000.0,71625.00125
1596,55,1,1,1,1,Saadat Abad,4000000000.0,133333.33,saadat abad,9488759689.922482,316291.9895348837
1597,100,2,1,1,1,Gheitarieh,8200000000.0,273333.33,gheitarieh,10745539568.345324,358184.6525179856
1598,108,2,1,1,1,Persian Gulf Martyrs Lake,3024000000.0,100800.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
1599,94,2,1,1,1,Gheitarieh,8350000000.0,278333.33,gheitarieh,10745539568.345324,358184.6525179856
1600,101,2,1,1,1,Gheitarieh,8800000000.0,293333.33,gheitarieh,10745539568.345324,358184.6525179856
1601,101,2,1,1,1,Gheitarieh,8500000000.0,283333.33,gheitarieh,10745539568.345324,358184.6525179856
1602,99,1,1,1,1,Gheitarieh,8400000000.0,280000.0,gheitarieh,10745539568.345324,358184.6525179856
1603,97,2,1,1,1,Shahrake Gharb,7500000000.0,250000.0,shahrake gharb,11969881355.932203,398996.04508474574
1605,126,2,1,1,1,Gheitarieh,11500000000.0,383333.33,gheitarieh,10745539568.345324,358184.6525179856
1606,105,2,1,1,1,Pardis,525000000.0,17500.0,pardis,777821917.8082192,25927.39732876712
1607,101,2,1,1,1,Tarasht,3345000000.0,111500.0,tarasht,3539166666.6666665,117972.22166666666
1608,100,2,1,1,1,Gheitarieh,8300000000.0,276666.67,gheitarieh,10745539568.345324,358184.6525179856
1609,90,2,1,1,1,Shahrake Qods,990000000.0,33000.0,shahrake qods,900921739.1304348,30030.72463768116
1610,146,3,1,1,1,Saadat Abad,10800000000.0,360000.0,saadat abad,9488759689.922482,316291.9895348837
1611,90,3,1,1,0,Salsabil,2550000000.0,85000.0,salsabil,1397009166.6666667,46566.97266666666
1612,60,2,0,1,0,Shahrake Azadi,1680000000.0,56000.0,shahrake azadi,1340000000.0,44666.665
1613,130,3,1,1,1,Shahrake Gharb,14300000000.0,476666.67,shahrake gharb,11969881355.932203,398996.04508474574
1614,85,2,1,1,0,Air force,2700000000.0,90000.0,air force,3187800000.0,106259.999
1615,80,1,0,1,0,Shahrake Qods,560000000.0,18666.67,shahrake qods,900921739.1304348,30030.72463768116
1616,132,3,1,1,1,Pasdaran,9900000000.0,330000.0,pasdaran,9288954545.454546,309631.8181818182
1617,115,2,1,1,1,Tarasht,4600000000.0,153333.33,tarasht,3539166666.6666665,117972.22166666666
1618,70,2,0,1,0,Pirouzi,1550000000.0,51666.67,pirouzi,2175000000.0,72499.99968253968
1619,145,3,1,1,1,Pirouzi,3900000000.0,130000.0,pirouzi,2175000000.0,72499.99968253968
1620,88,2,1,1,1,Punak,2980000000.0,99333.33,punak,3728304347.826087,124276.81161490682
1621,54,1,0,1,0,Beryanak,830000000.0,27666.67,beryanak,1144520000.0,38150.6668
1622,65,2,1,1,0,Pirouzi,1650000000.0,55000.0,pirouzi,2175000000.0,72499.99968253968
1623,70,1,1,1,0,Dehkade Olampic,2000000000.0,66666.67,dehkade olampic,4325000000.0,144166.66777777777
1624,63,1,1,1,1,Ostad Moein,1380000000.0,46000.0,ostad moein,1926878048.7804878,64229.26865853659
1625,190,3,1,1,1,Zaferanieh,13000000000.0,433333.33,zaferanieh,23575148148.148148,785838.2714814814
1626,57,1,1,1,1,Qasr-od-Dasht,1200000000.0,40000.0,qasr-od-dasht,1514571428.5714285,50485.71392857143
1627,144,3,1,1,1,Velenjak,12000000000.0,400000.0,velenjak,21381363636.363636,712712.1213636363
1628,85,2,1,1,1,Shahr-e-Ziba,3450000000.0,115000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
1629,65,2,0,1,1,West Pars,2000000000.0,66666.67,west pars,4376363636.363636,145878.78636363635
1630,88,3,0,0,1,Parand,520000000.0,17333.33,parand,523590551.18110234,17453.01874015748
1631,74,2,1,1,1,Darband,4100000000.0,136666.67,darband,4100000000.0,136666.67
1632,76,2,0,0,0,Parand,365000000.0,12166.67,parand,523590551.18110234,17453.01874015748
1633,88,2,0,0,1,Parand,580000000.0,19333.33,parand,523590551.18110234,17453.01874015748
1634,49,1,1,1,1,Punak,2694000000.0,89800.0,punak,3728304347.826087,124276.81161490682
1635,287,5,1,1,0,Vanak,57500000000.0,1916666.67,vanak,32700000000.0,1090000.0
1636,95,2,1,1,0,Punak,3900000000.0,130000.0,punak,3728304347.826087,124276.81161490682
1637,65,1,1,1,1,Air force,1690000000.0,56333.33,air force,3187800000.0,106259.999
1638,86,2,1,1,1,Niavaran,5580000000.0,186000.0,niavaran,19893205882.35294,663106.8627941177
1639,86,2,1,1,1,Kamranieh,5500000000.0,183333.33,kamranieh,18301428571.42857,610047.6185714286
1640,90,2,1,1,1,Golestan,690000000.0,23000.0,golestan,2829687500.0,94322.916875
1641,62,2,1,1,0,Ekhtiarieh,3300000000.0,110000.0,ekhtiarieh,8390975609.756098,279699.18780487805
1642,157,3,1,1,1,Gheitarieh,13600000000.0,453333.33,gheitarieh,10745539568.345324,358184.6525179856
1643,90,2,1,1,1,Southern Chitgar,690000000.0,23000.0,southern chitgar,2291800000.0,76393.334
1644,190,3,1,1,1,Gheitarieh,15500000000.0,516666.67,gheitarieh,10745539568.345324,358184.6525179856
1645,90,2,1,1,1,Railway,1315000000.0,43833.33,railway,3687363636.3636365,122912.12090909091
1646,150,3,1,1,1,Gheitarieh,11000000000.0,366666.67,gheitarieh,10745539568.345324,358184.6525179856
1647,70,2,1,1,1,Shahrake Qods,735000000.0,24500.0,shahrake qods,900921739.1304348,30030.72463768116
1648,91,2,1,1,1,Tehran Now,3000000000.0,100000.0,tehran now,2100000000.0,70000.0
1649,155,3,1,1,1,Gheitarieh,14700000000.0,490000.0,gheitarieh,10745539568.345324,358184.6525179856
1650,245,3,1,1,1,Niavaran,21560000000.0,718666.67,niavaran,19893205882.35294,663106.8627941177
1651,120,2,1,1,1,West Ferdows Boulevard,5000000000.0,166666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
1652,150,2,1,1,1,Gheitarieh,13000000000.0,433333.33,gheitarieh,10745539568.345324,358184.6525179856
1653,65,2,1,1,0,West Ferdows Boulevard,2250000000.0,75000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1654,106,2,1,1,1,West Ferdows Boulevard,3900000000.0,130000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1655,100,2,1,1,1,Gheitarieh,8400000000.0,280000.0,gheitarieh,10745539568.345324,358184.6525179856
1656,125,2,1,1,1,Gheitarieh,11000000000.0,366666.67,gheitarieh,10745539568.345324,358184.6525179856
1657,57,1,1,1,1,Feiz Garden,1890000000.0,63000.0,feiz garden,3056315789.4736843,101877.19315789473
1658,160,3,1,1,1,Niavaran,16800000000.0,560000.0,niavaran,19893205882.35294,663106.8627941177
1659,43,1,0,1,1,Beryanak,1200000000.0,40000.0,beryanak,1144520000.0,38150.6668
1660,115,3,1,1,1,Feiz Garden,3500000000.0,116666.67,feiz garden,3056315789.4736843,101877.19315789473
1661,80,2,1,1,1,Feiz Garden,2900000000.0,96666.67,feiz garden,3056315789.4736843,101877.19315789473
1662,93,2,1,1,1,Southern Janatabad,4600000000.0,153333.33,southern janatabad,3178451612.903226,105948.38731182796
1663,65,2,1,0,1,Qasr-od-Dasht,2050000000.0,68333.33,qasr-od-dasht,1514571428.5714285,50485.71392857143
1664,90,2,1,1,1,Southern Janatabad,3000000000.0,100000.0,southern janatabad,3178451612.903226,105948.38731182796
1665,200,2,1,1,0,Andisheh,2000000000.0,66666.67,andisheh,1877592771.0843372,62586.42602409639
1666,135,3,1,1,1,Shahrake Gharb,9000000000.0,300000.0,shahrake gharb,11969881355.932203,398996.04508474574
1667,63,2,0,1,0,Azarbaijan,1340000000.0,44666.67,azarbaijan,2350416666.6666665,78347.2225
1668,53,1,1,1,1,Azarbaijan,1500000000.0,50000.0,azarbaijan,2350416666.6666665,78347.2225
1669,50,1,0,1,0,Qasr-od-Dasht,810000000.0,27000.0,qasr-od-dasht,1514571428.5714285,50485.71392857143
1670,72,2,1,1,0,Qasr-od-Dasht,1615000000.0,53833.33,qasr-od-dasht,1514571428.5714285,50485.71392857143
1671,148,3,1,1,1,Saadat Abad,12500000000.0,416666.67,saadat abad,9488759689.922482,316291.9895348837
1672,80,2,1,1,1,Azarbaijan,2480000000.0,82666.67,azarbaijan,2350416666.6666665,78347.2225
1673,60,2,1,1,1,Andisheh,950000000.0,31666.67,andisheh,1877592771.0843372,62586.42602409639
1674,102,2,1,1,1,Shahrake Gharb,9898000000.0,329933.33,shahrake gharb,11969881355.932203,398996.04508474574
1675,95,2,1,1,1,Mirdamad,5500000000.0,183333.33,mirdamad,10388000000.0,346266.6653333333
1676,83,2,1,1,1,Ray,1700000000.0,56666.67,ray,1806555555.5555556,60218.51777777778
1677,95,2,1,1,1,Gheitarieh,8300000000.0,276666.67,gheitarieh,10745539568.345324,358184.6525179856
1678,83,2,1,1,1,Salsabil,2300000000.0,76666.67,salsabil,1397009166.6666667,46566.97266666666
1679,60,1,1,1,1,Northern Chitgar,875000000.0,29166.67,northern chitgar,1034687500.0,34489.584375
1680,65,2,1,1,1,Jeyhoon,1400000000.0,46666.67,jeyhoon,1748100000.0,58270.00021978022
1681,90,2,1,1,1,Gheitarieh,8200000000.0,273333.33,gheitarieh,10745539568.345324,358184.6525179856
1682,200,3,1,1,1,Heravi,14000000000.0,466666.67,heravi,8061869565.217391,268728.98521739134
1683,53,1,1,1,1,Jeyhoon,1420000000.0,47333.33,jeyhoon,1748100000.0,58270.00021978022
1684,43,1,1,1,1,Beryanak,1250000000.0,41666.67,beryanak,1144520000.0,38150.6668
1685,97,2,1,1,1,Southern Janatabad,3880000000.0,129333.33,southern janatabad,3178451612.903226,105948.38731182796
1686,42,1,1,0,1,Jeyhoon,960000000.0,32000.0,jeyhoon,1748100000.0,58270.00021978022
1687,120,2,1,1,1,Abazar,3880000000.0,129333.33,abazar,4848409090.909091,161613.63590909092
1688,97,2,1,1,1,Sattarkhan,3580000000.0,119333.33,sattarkhan,5645000000.0,188166.66583333336
1689,97,2,1,1,1,Southern Janatabad,3500000000.0,116666.67,southern janatabad,3178451612.903226,105948.38731182796
1690,90,2,1,1,1,Southern Janatabad,3280000000.0,109333.33,southern janatabad,3178451612.903226,105948.38731182796
1691,97,2,1,1,1,Central Janatabad,3600000000.0,120000.0,central janatabad,3488611111.111111,116287.03677777779
1692,90,2,1,1,1,Southern Janatabad,3680000000.0,122666.67,southern janatabad,3178451612.903226,105948.38731182796
1693,198,3,1,1,1,Gheitarieh,13500000000.0,450000.0,gheitarieh,10745539568.345324,358184.6525179856
1695,90,2,1,1,1,Punak,4680000000.0,156000.0,punak,3728304347.826087,124276.81161490682
1696,150,3,1,1,1,Punak,9400000000.0,313333.33,punak,3728304347.826087,124276.81161490682
1697,136,3,1,1,1,Southern Janatabad,6200000000.0,206666.67,southern janatabad,3178451612.903226,105948.38731182796
1698,120,2,1,1,1,Southern Janatabad,4100000000.0,136666.67,southern janatabad,3178451612.903226,105948.38731182796
1699,90,2,1,1,1,Punak,3520000000.0,117333.33,punak,3728304347.826087,124276.81161490682
1701,50,1,1,1,1,Punak,2500000000.0,83333.33,punak,3728304347.826087,124276.81161490682
1702,90,2,1,1,1,Mirdamad,6000000000.0,200000.0,mirdamad,10388000000.0,346266.6653333333
1703,55,1,1,1,1,Punak,2300000000.0,76666.67,punak,3728304347.826087,124276.81161490682
1704,75,2,1,1,1,Jeyhoon,2350000000.0,78333.33,jeyhoon,1748100000.0,58270.00021978022
1705,47,1,1,1,1,Punak,2100000000.0,70000.0,punak,3728304347.826087,124276.81161490682
1706,65,2,1,1,0,Punak,2250000000.0,75000.0,punak,3728304347.826087,124276.81161490682
1707,420,4,1,1,1,Zaferanieh,92400000000.0,3080000.0,zaferanieh,23575148148.148148,785838.2714814814
1708,124,3,1,1,1,Southern Janatabad,5950000000.0,198333.33,southern janatabad,3178451612.903226,105948.38731182796
1709,86,2,1,1,1,Punak,4250000000.0,141666.67,punak,3728304347.826087,124276.81161490682
1710,70,1,1,1,1,Punak,3100000000.0,103333.33,punak,3728304347.826087,124276.81161490682
1711,181,3,1,1,1,Velenjak,13600000000.0,453333.33,velenjak,21381363636.363636,712712.1213636363
1712,68,2,1,1,0,Punak,2230000000.0,74333.33,punak,3728304347.826087,124276.81161490682
1713,85,2,1,1,1,Yaftabad,1250000000.0,41666.67,yaftabad,1250000000.0,41666.67
1714,67,2,1,1,1,Punak,2600000000.0,86666.67,punak,3728304347.826087,124276.81161490682
1715,72,1,1,1,1,Ozgol,4500000000.0,150000.0,ozgol,7692700000.0,256423.333
1716,145,3,1,1,1,Central Janatabad,6150000000.0,205000.0,central janatabad,3488611111.111111,116287.03677777779
1717,116,2,1,1,1,Shahrake Gharb,9860000000.0,328666.67,shahrake gharb,11969881355.932203,398996.04508474574
1718,65,1,1,1,1,Northern Janatabad,2700000000.0,90000.0,northern janatabad,3288333333.3333335,109611.11090909092
1719,125,2,1,1,1,Ozgol,9300000000.0,310000.0,ozgol,7692700000.0,256423.333
1720,143,3,1,1,1,Saadat Abad,11200000000.0,373333.33,saadat abad,9488759689.922482,316291.9895348837
1721,150,3,1,1,1,Saadat Abad,14800000000.0,493333.33,saadat abad,9488759689.922482,316291.9895348837
1722,88,2,1,1,1,Southern Janatabad,2560000000.0,85333.33,southern janatabad,3178451612.903226,105948.38731182796
1723,380,4,1,1,1,Elahieh,50000000000.0,1666666.67,elahieh,26786352941.17647,892878.4305882353
1724,95,2,1,1,1,Ostad Moein,2990000000.0,99666.67,ostad moein,1926878048.7804878,64229.26865853659
1725,58,1,1,1,1,Shahran,2850000000.0,95000.0,shahran,2985753846.1538463,99525.1286923077
1726,190,3,1,1,1,Farmanieh,25000000000.0,833333.33,farmanieh,20917280701.754387,697242.6898245614
1727,120,2,1,1,1,Ekhtiarieh,7700000000.0,256666.67,ekhtiarieh,8390975609.756098,279699.18780487805
1728,130,3,1,1,1,Shahrakeh Naft,7500000000.0,250000.0,shahrakeh naft,5866666666.666667,195555.55333333332
1729,85,2,1,1,0,Punak,2800000000.0,93333.33,punak,3728304347.826087,124276.81161490682
1730,100,2,1,1,0,Islamshahr,1100000000.0,36666.67,islamshahr,1257423076.9230769,41914.10230769231
1731,115,2,1,1,1,Gheitarieh,9500000000.0,316666.67,gheitarieh,10745539568.345324,358184.6525179856
1732,76,2,1,1,1,Shahr-e-Ziba,2480000000.0,82666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
1733,125,2,1,1,1,Punak,6000000000.0,200000.0,punak,3728304347.826087,124276.81161490682
1734,110,2,1,1,1,Punak,3900000000.0,130000.0,punak,3728304347.826087,124276.81161490682
1735,96,2,1,1,1,Punak,4150000000.0,138333.33,punak,3728304347.826087,124276.81161490682
1736,75,2,1,1,0,Islamshahr,1250000000.0,41666.67,islamshahr,1257423076.9230769,41914.10230769231
1737,105,2,1,1,1,Central Janatabad,4300000000.0,143333.33,central janatabad,3488611111.111111,116287.03677777779
1738,160,3,1,1,1,Heravi,7000000000.0,233333.33,heravi,8061869565.217391,268728.98521739134
1739,76,2,1,1,1,Jeyhoon,1800000000.0,60000.0,jeyhoon,1748100000.0,58270.00021978022
1740,290,4,1,1,1,Zaferanieh,15950000000.0,531666.67,zaferanieh,23575148148.148148,785838.2714814814
1741,110,2,0,1,1,Zafar,5550000000.0,185000.0,zafar,5749333333.333333,191644.44555555555
1742,198,4,1,1,0,Andisheh,5200000000.0,173333.33,andisheh,1877592771.0843372,62586.42602409639
1743,105,2,1,1,1,Andisheh,1930000000.0,64333.33,andisheh,1877592771.0843372,62586.42602409639
1744,90,2,1,1,1,Islamshahr,1098000000.0,36600.0,islamshahr,1257423076.9230769,41914.10230769231
1745,63,1,1,1,1,Islamshahr,882000000.0,29400.0,islamshahr,1257423076.9230769,41914.10230769231
1746,100,2,1,1,1,Central Janatabad,3600000000.0,120000.0,central janatabad,3488611111.111111,116287.03677777779
1747,117,3,1,1,1,Islamshahr,1990000000.0,66333.33,islamshahr,1257423076.9230769,41914.10230769231
1748,91,2,1,1,0,Islamshahr,1640000000.0,54666.67,islamshahr,1257423076.9230769,41914.10230769231
1749,60,1,1,1,0,Islamshahr,780000000.0,26000.0,islamshahr,1257423076.9230769,41914.10230769231
1750,110,2,1,1,1,Islamshahr,2530000000.0,84333.33,islamshahr,1257423076.9230769,41914.10230769231
1751,96,2,1,1,1,Ostad Moein,2990000000.0,99666.67,ostad moein,1926878048.7804878,64229.26865853659
1752,113,2,1,1,1,Ekhtiarieh,4300000000.0,143333.33,ekhtiarieh,8390975609.756098,279699.18780487805
1753,60,1,1,1,1,Persian Gulf Martyrs Lake,295000000.0,9833.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
1754,74,2,1,1,1,Southern Janatabad,2800000000.0,93333.33,southern janatabad,3178451612.903226,105948.38731182796
1755,155,3,1,1,1,Dorous,9800000000.0,326666.67,dorous,13670833333.333334,455694.445
1756,125,2,1,1,1,Ostad Moein,3900000000.0,130000.0,ostad moein,1926878048.7804878,64229.26865853659
1757,49,1,1,0,1,Dezashib,3150000000.0,105000.0,dezashib,11860000000.0,395333.33222222223
1758,148,3,1,1,1,Saadat Abad,12580000000.0,419333.33,saadat abad,9488759689.922482,316291.9895348837
1759,134,3,1,1,1,Qasr-od-Dasht,2950000000.0,98333.33,qasr-od-dasht,1514571428.5714285,50485.71392857143
1760,90,2,1,1,1,Central Janatabad,3600000000.0,120000.0,central janatabad,3488611111.111111,116287.03677777779
1761,110,1,1,1,1,Central Janatabad,4450000000.0,148333.33,central janatabad,3488611111.111111,116287.03677777779
1762,115,2,1,1,1,Punak,5405000000.0,180166.67,punak,3728304347.826087,124276.81161490682
1763,90,2,1,1,1,Darabad,5300000000.0,176666.67,darabad,6050000000.0,201666.66666666666
1764,95,2,1,1,1,North Program Organization,4300000000.0,143333.33,north program organization,5394807692.307693,179826.92307692306
1765,105,2,1,1,1,Pardis,750000000.0,25000.0,pardis,777821917.8082192,25927.39732876712
1766,63,2,1,1,1,Amir Bahador,1638000000.0,54600.0,amir bahador,3819750000.0,127325.0
1767,185,3,1,1,1,Pasdaran,13000000000.0,433333.33,pasdaran,9288954545.454546,309631.8181818182
1768,250,3,1,1,1,Elahieh,40000000000.0,1333333.33,elahieh,26786352941.17647,892878.4305882353
1769,88,2,1,1,0,Northern Janatabad,3850000000.0,128333.33,northern janatabad,3288333333.3333335,109611.11090909092
1770,95,2,1,1,1,Southern Program Organization,4300000000.0,143333.33,southern program organization,2809565217.3913045,93652.17434782608
1771,108,2,1,1,1,Heravi,6400000000.0,213333.33,heravi,8061869565.217391,268728.98521739134
1772,90,2,1,1,1,Southern Janatabad,3780000000.0,126000.0,southern janatabad,3178451612.903226,105948.38731182796
1773,160,3,1,1,1,Velenjak,9600000000.0,320000.0,velenjak,21381363636.363636,712712.1213636363
1774,78,2,0,1,1,Parand,425000000.0,14166.67,parand,523590551.18110234,17453.01874015748
1775,120,3,1,1,1,Persian Gulf Martyrs Lake,590000000.0,19666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
1776,158,3,1,1,1,Pasdaran,11060000000.0,368666.67,pasdaran,9288954545.454546,309631.8181818182
1777,56,1,1,1,1,West Ferdows Boulevard,2250000000.0,75000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1778,155,3,1,1,1,Pasdaran,13175000000.0,439166.67,pasdaran,9288954545.454546,309631.8181818182
1779,100,2,1,1,1,Southern Janatabad,5700000000.0,190000.0,southern janatabad,3178451612.903226,105948.38731182796
1780,182,3,1,1,1,Saadat Abad,11500000000.0,383333.33,saadat abad,9488759689.922482,316291.9895348837
1781,63,2,1,1,1,Shahr-e-Ziba,2250000000.0,75000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
1782,60,1,1,1,1,Northern Chitgar,875000000.0,29166.67,northern chitgar,1034687500.0,34489.584375
1783,125,2,1,1,1,Shahrake Qods,1030000000.0,34333.33,shahrake qods,900921739.1304348,30030.72463768116
1784,53,1,0,0,0,Shahrake Qods,395000000.0,13166.67,shahrake qods,900921739.1304348,30030.72463768116
1785,150,3,1,1,1,Ekhtiarieh,9500000000.0,316666.67,ekhtiarieh,8390975609.756098,279699.18780487805
1786,62,2,1,1,0,Punak,2200000000.0,73333.33,punak,3728304347.826087,124276.81161490682
1787,113,2,1,1,1,Ekhtiarieh,6000000000.0,200000.0,ekhtiarieh,8390975609.756098,279699.18780487805
1788,93,2,1,1,0,Parand,650000000.0,21666.67,parand,523590551.18110234,17453.01874015748
1789,84,2,1,1,1,Damavand,2150000000.0,71666.67,damavand,2958611111.111111,98620.37055555555
1790,83,2,1,1,1,Jeyhoon,2200000000.0,73333.33,jeyhoon,1748100000.0,58270.00021978022
1791,150,3,1,1,1,Gheitarieh,13000000000.0,433333.33,gheitarieh,10745539568.345324,358184.6525179856
1792,147,3,1,1,1,Ekhtiarieh,9600000000.0,320000.0,ekhtiarieh,8390975609.756098,279699.18780487805
1793,75,2,1,1,1,Saadat Abad,5500000000.0,183333.33,saadat abad,9488759689.922482,316291.9895348837
1794,119,2,1,1,1,Shahran,4700000000.0,156666.67,shahran,2985753846.1538463,99525.1286923077
1795,105,2,1,1,1,Saadat Abad,4800000000.0,160000.0,saadat abad,9488759689.922482,316291.9895348837
1796,70,2,1,1,1,,4830000000.0,161000.0,nan,2213435217.3913045,73781.17391304347
1797,115,2,1,1,1,Ekhtiarieh,6300000000.0,210000.0,ekhtiarieh,8390975609.756098,279699.18780487805
1798,179,3,1,1,1,Velenjak,8055000000.0,268500.0,velenjak,21381363636.363636,712712.1213636363
1799,86,2,1,1,1,Central Janatabad,3600000000.0,120000.0,central janatabad,3488611111.111111,116287.03677777779
1800,70,1,1,1,1,West Ferdows Boulevard,3650000000.0,121666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
1801,48,1,1,1,1,Shahr-e-Ziba,1750000000.0,58333.33,shahr-e-ziba,3103889908.2568808,103462.99724770641
1802,70,2,0,1,1,Komeil,1250000000.0,41666.67,komeil,1150727272.7272727,38357.575454545455
1803,102,2,1,1,1,Saadat Abad,6120000000.0,204000.0,saadat abad,9488759689.922482,316291.9895348837
1804,85,2,1,0,1,Pardis,470000000.0,15666.67,pardis,777821917.8082192,25927.39732876712
1805,72,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1806,120,2,1,1,1,Shahrake Qods,1050000000.0,35000.0,shahrake qods,900921739.1304348,30030.72463768116
1807,180,3,1,1,1,Saadat Abad,14500000000.0,483333.33,saadat abad,9488759689.922482,316291.9895348837
1808,138,3,1,1,1,Saadat Abad,9300000000.0,310000.0,saadat abad,9488759689.922482,316291.9895348837
1809,87,2,1,1,1,Shahrake Qods,960000000.0,32000.0,shahrake qods,900921739.1304348,30030.72463768116
1811,200,3,1,1,1,Saadat Abad,16000000000.0,533333.33,saadat abad,9488759689.922482,316291.9895348837
1812,87,2,1,1,1,Pardis,570000000.0,19000.0,pardis,777821917.8082192,25927.39732876712
1813,75,2,1,1,1,Shahr-e-Ziba,3350000000.0,111666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
